account_age_months,avg_orders_per_month,avg_order_value,returns_rate,support_tickets_6m,reviews_submitted,website_visits_per_month,cart_abandonment_rate,loyalty_member,payment_failures_12m,device_type,discount_usage_rate,days_since_last_active,satisfaction_score,churn
30.0,3.74,79.0,0.095,0,8,10,0.853,1,2,1,0.354,1,6,0
14.0,4.89,87.91,0.1,2,4,18,0.713,0,1,1,0.352,1,7,0
17.0,2.61,92.25,0.152,3,3,9,0.697,1,2,1,0.659,33,4,1
40.0,6.3,123.14,0.026,1,8,19,0.378,1,0,2,0.139,53,5,0
15.0,3.42,60.54,0.15,0,1,1,0.502,0,2,1,0.344,22,5,1
25.0,1.45,130.51,0.085,0,2,12,0.654,0,0,3,0.163,71,5,0
15.0,0.83,37.06,0.308,6,4,3,0.586,0,1,3,0.339,64,7,1
20.0,5.04,13.4,0.0,7,11,7,0.772,0,0,1,0.584,10,6,0
23.0,3.26,95.77,0.11,1,0,5,0.732,1,0,2,0.31,47,8,0
15.0,4.35,119.07,0.149,7,0,2,0.188,1,0,3,0.276,64,4,1
12.0,0.0,68.71,0.067,1,4,15,0.649,1,1,2,0.0,27,9,0
27.0,3.49,10.0,0.054,0,7,2,0.696,0,2,2,0.245,85,10,0
14.0,1.98,22.82,0.206,1,6,4,0.187,1,0,3,0.188,61,4,1
14.0,0.21,90.27,0.167,4,1,7,0.67,1,5,3,0.0,68,7,1
13.0,2.87,74.65,0.036,0,0,4,1.0,0,1,2,0.193,1,10,0
23.0,5.18,119.95,0.0,4,1,10,0.498,0,1,2,0.358,29,4,0
35.0,7.53,77.55,0.147,3,3,1,0.505,0,0,3,0.448,58,9,0
42.0,3.48,49.08,0.126,1,4,3,0.645,1,0,2,0.707,18,4,0
15.0,1.58,85.82,0.146,4,2,3,0.807,0,0,2,0.342,1,3,1
50.0,1.46,110.55,0.09,6,2,3,0.783,0,3,1,0.93,40,6,1
12.0,4.93,122.29,0.169,3,2,16,0.438,1,1,2,0.186,1,6,0
37.0,1.01,71.11,0.228,4,5,5,0.666,1,0,2,0.182,88,6,1
15.0,4.24,77.36,0.222,0,4,5,0.526,0,2,2,0.761,39,5,1
14.0,3.59,102.27,0.034,6,5,9,0.484,0,2,1,0.087,59,8,0
15.0,3.37,48.8,0.3,0,4,14,0.772,0,3,2,0.249,1,7,1
23.0,0.0,100.79,0.153,0,0,4,1.0,1,0,2,0.294,36,8,0
31.0,2.29,66.88,0.0,5,3,10,0.557,0,2,2,0.335,1,10,0
32.0,0.08,72.35,0.135,1,1,1,0.48,1,3,1,0.097,48,7,1
13.0,1.82,75.09,0.118,0,8,10,0.381,0,0,2,0.353,6,7,0
12.0,4.83,79.54,0.091,1,0,8,0.826,1,4,1,0.662,1,3,0
13.0,5.46,141.98,0.084,0,0,2,1.0,0,1,2,0.503,13,5,0
23.0,3.43,58.59,0.156,0,5,1,0.3,1,0,2,0.436,41,6,0
21.0,1.86,60.39,0.156,5,4,15,0.533,0,1,2,0.391,57,5,1
13.0,6.18,125.64,0.053,5,3,13,0.16,0,1,2,0.0,1,7,0
27.0,1.83,90.56,0.057,2,4,11,0.727,0,2,3,0.02,19,9,0
51.0,0.73,101.86,0.054,0,3,16,0.468,1,0,2,0.661,81,10,0
18.0,4.39,38.94,0.086,3,2,11,0.405,1,2,2,0.28,1,6,0
19.0,3.92,83.63,0.171,0,4,2,0.476,1,2,3,0.478,83,8,0
31.0,1.91,103.36,0.196,6,0,9,0.331,1,0,1,0.328,1,3,1
17.0,3.2,51.4,0.083,2,7,17,0.843,0,2,2,0.0,20,7,0
32.0,3.88,97.0,0.188,0,1,5,0.759,1,0,3,0.338,3,8,0
15.0,3.41,67.85,0.135,6,0,6,0.871,0,0,3,0.333,102,5,1
46.0,3.92,52.41,0.111,2,4,10,0.495,0,2,2,0.48,33,6,0
28.0,1.99,110.46,0.249,1,1,17,0.676,0,0,3,0.776,1,9,0
17.0,4.05,114.83,0.126,8,7,12,0.689,0,1,1,0.689,1,6,1
17.0,3.04,79.51,0.089,0,0,3,0.7,1,1,3,0.404,74,3,0
18.0,2.06,90.77,0.167,4,0,9,0.504,0,2,1,0.277,1,6,1
40.0,2.51,121.36,0.002,4,2,9,0.718,1,1,2,0.249,51,4,0
9.0,2.8,61.16,0.082,0,3,12,0.774,1,0,2,0.154,11,7,0
16.0,0.11,87.2,0.121,2,1,1,0.648,0,0,1,0.721,31,4,1
17.0,1.73,61.48,0.158,1,2,1,0.649,1,1,2,0.916,116,6,1
24.0,3.13,39.35,0.119,0,8,7,0.959,0,1,2,0.617,33,7,0
21.0,0.3,61.19,0.0,0,1,8,0.756,1,2,2,0.358,126,6,0
6.0,1.76,35.63,0.029,0,0,3,0.439,1,2,2,0.0,1,9,0
19.0,7.77,89.89,0.066,1,2,8,0.536,1,1,1,0.202,30,6,0
23.0,0.74,47.97,0.119,0,0,8,0.93,0,0,1,0.698,1,9,0
16.0,2.23,26.1,0.0,0,5,19,1.0,0,0,2,0.13,23,7,0
32.0,1.33,100.99,0.213,1,4,6,0.486,0,0,3,0.052,33,3,1
35.0,2.77,98.72,0.125,2,3,1,0.709,0,2,2,0.079,12,6,0
23.0,1.37,63.44,0.123,1,4,17,0.679,0,2,2,0.054,1,9,0
27.0,2.51,99.61,0.086,0,0,5,0.695,0,0,1,0.224,9,8,0
1.0,1.56,46.79,0.0,8,6,11,0.439,1,0,2,0.3,1,5,1
19.0,5.11,61.97,0.107,1,1,15,0.716,0,0,1,0.365,36,10,0
36.0,3.16,89.26,0.16,5,8,18,0.44,1,2,2,0.347,12,6,1
19.0,0.99,111.18,0.088,0,2,9,0.249,0,1,1,0.381,42,9,0
15.0,4.68,61.61,0.186,6,2,1,0.768,1,1,2,0.323,3,4,1
51.0,1.08,54.14,0.095,0,2,10,0.967,0,0,2,0.333,84,2,1
46.0,0.0,109.39,0.156,10,5,7,0.52,1,1,3,0.269,30,6,1
30.0,2.99,96.44,0.091,0,7,2,0.603,0,0,3,0.175,41,8,0
38.0,6.81,80.21,0.13,0,4,14,0.418,0,2,2,0.965,157,3,0
1.0,0.0,116.34,0.169,1,9,13,0.638,0,1,3,0.228,10,1,1
15.0,0.34,143.15,0.014,1,1,16,0.575,0,1,3,0.307,29,10,0
18.0,4.51,87.81,0.152,0,2,9,0.429,1,4,2,0.296,1,8,0
21.0,1.72,54.35,0.184,6,0,1,0.481,1,0,1,0.742,65,6,1
18.0,4.22,92.41,0.275,6,1,19,0.202,0,1,2,0.336,19,6,1
1.0,1.33,46.3,0.106,1,1,1,0.258,0,0,1,0.646,23,6,1
29.0,3.28,118.48,0.0,5,0,3,0.205,0,1,3,0.279,77,8,0
31.0,6.49,50.44,0.0,6,6,5,0.461,0,0,3,0.058,18,4,0
43.0,0.61,68.24,0.029,2,5,12,0.538,0,0,1,0.56,95,10,0
15.0,5.05,45.68,0.203,0,2,6,0.669,0,1,2,0.089,40,7,0
14.0,4.36,81.38,0.276,6,4,12,0.796,1,1,2,0.679,55,4,1
1.0,0.02,82.61,0.067,5,2,1,0.31,1,0,2,0.2,81,9,1
20.0,4.12,100.99,0.104,0,2,7,0.801,0,0,1,0.293,74,4,0
35.0,3.15,79.19,0.0,6,5,13,0.535,1,0,2,0.285,1,6,0
17.0,3.18,76.62,0.152,0,3,15,0.73,0,1,2,0.114,143,7,0
50.0,3.67,54.91,0.111,3,3,13,0.729,1,0,1,0.806,54,10,0
21.0,2.3,64.98,0.08,0,0,11,0.646,0,2,2,0.258,2,5,0
26.0,3.14,26.25,0.023,2,5,4,0.68,0,1,3,0.0,16,7,0
8.0,3.48,123.78,0.072,2,7,3,0.739,0,2,2,0.484,31,7,0
27.0,4.49,71.7,0.0,9,6,13,1.0,1,1,2,0.0,1,5,0
1.0,0.0,132.42,0.031,0,1,9,1.0,1,3,1,0.239,1,8,0
32.0,5.58,70.76,0.0,0,6,3,0.533,1,0,1,0.066,55,7,0
33.0,0.69,10.0,0.019,1,4,13,0.885,0,0,3,0.307,30,4,1
40.0,4.52,59.24,0.008,3,0,4,0.612,1,0,1,0.732,83,8,0
12.0,3.16,74.91,0.146,1,2,16,0.725,1,2,2,0.403,68,8,0
26.0,0.44,77.29,0.008,0,3,5,0.461,0,1,1,0.0,91,10,0
31.0,4.06,98.69,0.096,4,0,4,0.837,1,1,2,0.0,65,6,0
29.0,1.11,81.09,0.013,6,4,4,0.72,0,2,1,0.458,101,7,1
14.0,5.14,63.21,0.016,3,0,6,0.846,0,2,2,0.526,49,7,0
1.0,1.58,42.98,0.013,1,0,12,0.466,0,0,2,0.15,27,9,0
28.0,0.01,60.78,0.178,3,3,7,0.058,1,0,2,0.497,15,1,1
22.0,6.07,96.16,0.085,0,2,18,1.0,0,1,2,0.0,146,6,0
17.0,3.36,105.04,0.04,5,0,7,0.466,0,0,2,0.46,1,10,0
33.0,4.73,51.42,0.02,3,3,2,0.58,0,0,2,0.595,1,8,0
23.0,1.3,110.24,0.0,0,0,9,0.978,1,1,2,0.555,6,7,0
8.0,0.0,94.92,0.043,2,0,20,0.398,0,0,3,0.469,48,6,0
1.0,6.35,43.95,0.0,5,7,8,0.716,0,1,2,0.0,8,4,0
10.0,2.99,83.63,0.065,5,3,1,1.0,1,1,2,0.175,32,8,1
53.0,3.98,87.94,0.043,2,4,3,0.663,0,0,2,0.224,73,7,0
33.0,4.31,37.74,0.038,8,8,10,1.0,0,0,2,0.215,15,6,1
26.0,2.33,27.45,0.199,6,2,1,0.619,0,0,2,0.012,120,5,1
22.0,3.45,91.58,0.08,4,1,18,0.812,0,0,1,0.918,1,10,0
21.0,6.19,59.1,0.085,1,1,6,0.576,0,1,2,0.051,1,8,0
38.0,2.94,127.92,0.203,1,9,1,0.448,0,0,3,0.003,60,4,0
18.0,4.88,135.24,0.0,3,3,23,0.644,0,1,2,0.141,1,10,0
31.0,0.0,91.52,0.061,2,0,17,0.149,0,0,1,0.615,1,5,0
20.0,5.25,108.31,0.0,7,3,4,0.409,1,0,2,0.255,1,8,0
47.0,0.0,39.17,0.106,0,1,3,0.565,1,1,3,0.674,72,7,1
33.0,5.02,28.38,0.149,4,2,7,0.676,1,0,2,0.16,1,5,0
39.0,3.78,70.05,0.0,0,8,18,0.953,0,1,2,0.298,1,6,0
17.0,2.81,29.97,0.169,3,3,8,0.546,1,0,3,0.418,17,7,1
37.0,2.8,85.77,0.125,5,0,1,0.454,0,1,1,0.052,53,7,1
20.0,2.49,47.57,0.103,6,2,16,0.657,0,1,3,0.034,61,2,1
25.0,1.36,81.67,0.001,0,0,11,0.47,0,3,2,0.604,1,7,0
44.0,2.59,68.94,0.162,0,1,1,0.272,1,0,1,0.0,28,7,0
11.0,7.42,97.31,0.235,5,6,4,0.464,1,0,2,0.111,1,8,0
26.0,5.6,86.42,0.067,6,1,7,0.379,1,4,1,0.491,1,9,0
29.0,1.26,60.86,0.075,1,11,7,0.753,0,1,2,0.52,60,7,0
30.0,3.54,27.11,0.102,0,0,14,0.456,0,0,3,0.348,1,3,0
19.0,3.19,80.69,0.068,0,2,15,0.752,1,0,2,0.228,86,7,0
49.0,2.72,14.01,0.086,2,3,10,0.464,0,1,1,0.878,42,6,0
8.0,0.99,118.61,0.182,0,3,15,0.666,1,0,2,0.435,1,4,0
42.0,3.89,93.51,0.095,4,5,11,0.714,0,0,2,0.69,118,8,0
39.0,4.69,104.5,0.123,0,2,2,0.464,0,1,2,0.405,68,8,0
47.0,1.33,41.07,0.263,2,7,8,0.4,0,0,2,0.192,60,6,1
5.0,6.91,87.46,0.217,5,0,5,0.752,0,1,3,0.674,68,6,1
14.0,6.04,51.67,0.016,3,2,15,0.428,1,2,3,0.0,33,8,0
42.0,4.1,80.22,0.24,8,0,4,0.312,0,1,1,0.171,97,4,1
1.0,0.54,40.05,0.21,6,2,10,0.429,0,2,2,0.416,25,4,1
5.0,3.8,72.08,0.22,0,2,4,0.465,0,0,3,0.505,41,6,0
18.0,3.56,26.75,0.05,4,5,1,0.814,0,0,2,0.016,69,6,1
26.0,4.03,69.4,0.117,2,0,9,0.214,0,1,1,0.087,36,8,0
43.0,6.18,17.45,0.069,6,2,10,0.893,0,0,1,0.142,72,9,1
22.0,2.65,136.15,0.11,4,3,14,0.44,1,1,1,0.298,37,8,0
17.0,7.1,80.61,0.24,1,3,12,0.651,0,1,2,0.0,56,7,0
28.0,3.81,75.2,0.111,3,0,1,0.762,1,2,1,0.095,1,8,0
30.0,2.42,98.66,0.0,1,4,8,0.554,1,2,2,0.0,54,8,0
29.0,7.8,29.52,0.07,0,7,2,0.404,0,2,2,0.072,101,7,0
22.0,4.66,47.67,0.048,2,6,3,0.952,0,0,2,0.299,37,10,0
1.0,2.09,93.59,0.243,3,2,10,0.544,1,2,3,0.211,72,6,1
13.0,3.17,80.65,0.035,6,5,11,0.519,0,0,2,0.767,95,9,0
41.0,4.27,49.81,0.067,1,3,1,1.0,0,1,1,0.327,110,4,0
26.0,2.7,97.68,0.07,0,6,10,0.509,0,4,2,0.385,1,5,0
20.0,3.27,85.6,0.228,1,5,10,0.181,1,2,1,0.416,24,8,0
37.0,1.37,92.69,0.177,3,0,1,0.92,0,1,1,0.177,18,6,1
10.0,0.0,88.64,0.145,3,3,7,0.382,0,0,1,0.587,52,5,1
21.0,3.21,51.15,0.119,1,1,2,0.992,0,3,1,0.206,1,7,1
26.0,3.28,72.35,0.117,5,3,1,0.639,0,2,1,0.993,57,5,1
19.0,4.05,10.0,0.106,3,0,14,0.589,0,0,2,0.165,78,6,1
25.0,1.85,57.12,0.264,4,3,13,0.337,0,1,2,0.468,41,4,1
22.0,0.32,66.41,0.0,0,3,7,0.713,0,0,3,0.325,49,7,0
7.0,1.07,96.94,0.0,1,3,11,0.396,1,1,2,0.063,1,10,0
26.0,5.11,92.93,0.135,2,4,1,0.711,0,2,2,0.0,66,10,0
8.0,1.67,48.68,0.212,7,0,13,0.622,1,2,2,0.349,15,3,1
26.0,2.12,47.9,0.115,2,5,9,0.865,0,0,1,0.693,59,7,1
40.0,2.38,120.74,0.0,0,6,1,0.427,0,2,1,0.516,4,10,0
21.0,1.76,64.71,0.16,0,7,10,0.343,1,0,1,0.605,82,9,0
10.0,1.61,79.0,0.015,5,3,10,0.477,1,1,2,0.268,1,6,0
22.0,1.26,102.48,0.0,0,4,5,0.669,1,0,2,0.293,45,7,0
14.0,5.8,72.22,0.022,0,6,1,0.891,1,0,2,0.452,29,10,0
31.0,4.36,69.69,0.0,5,1,5,0.504,1,1,1,0.481,103,8,0
22.0,5.5,63.96,0.116,3,4,15,0.558,1,0,2,0.077,54,4,0
45.0,5.9,57.18,0.048,1,1,12,0.629,1,0,3,0.0,47,7,0
38.0,0.0,80.0,0.0,0,5,10,0.425,0,0,3,0.08,60,10,0
22.0,3.69,11.21,0.29,4,4,4,0.338,0,1,3,0.0,55,4,1
33.0,1.83,62.36,0.057,4,0,5,0.584,1,0,2,0.29,75,7,0
19.0,5.23,93.91,0.104,0,5,3,0.769,1,0,1,0.356,1,8,0
24.0,1.52,89.83,0.224,3,2,9,0.538,1,2,3,0.209,28,5,1
20.0,0.89,124.39,0.154,2,3,9,0.775,0,2,2,0.617,7,6,0
33.0,0.13,104.31,0.253,0,5,15,0.282,0,2,1,0.243,107,7,1
41.0,2.39,89.29,0.044,1,6,1,0.581,0,3,1,0.0,94,8,0
34.0,4.83,76.0,0.184,2,4,7,0.164,0,2,2,0.257,95,4,1
35.0,3.51,59.02,0.139,0,3,4,0.667,0,2,3,0.0,136,10,0
35.0,0.59,92.61,0.18,4,5,8,0.41,0,0,2,0.177,92,7,1
31.0,7.31,86.32,0.168,0,2,12,0.758,0,0,3,0.383,1,4,0
10.0,4.3,61.9,0.038,0,6,4,0.0,0,1,2,0.392,27,8,0
44.0,4.55,44.65,0.326,4,1,12,0.81,1,1,1,0.205,93,2,1
46.0,5.57,73.14,0.0,1,2,11,0.305,0,0,1,0.256,42,9,0
21.0,0.0,115.46,0.031,1,0,6,0.486,1,0,2,0.108,1,4,0
20.0,1.18,78.86,0.154,2,3,14,0.411,0,2,1,0.259,37,5,1
31.0,4.65,75.99,0.123,0,8,11,0.745,1,0,1,0.439,2,6,0
31.0,1.38,89.81,0.111,0,8,4,0.645,1,2,3,0.417,31,3,0
22.0,2.45,91.85,0.157,2,8,3,0.766,1,0,2,0.15,32,8,0
9.0,2.84,83.71,0.033,2,1,13,0.678,0,1,2,0.286,21,9,0
28.0,0.45,73.53,0.167,4,11,5,0.502,1,0,3,0.534,1,2,1
31.0,2.28,57.21,0.09,4,7,12,0.404,1,2,1,0.493,21,6,1
33.0,4.83,110.17,0.212,6,6,1,0.715,1,2,2,0.249,1,5,1
28.0,4.46,60.06,0.076,0,4,14,0.705,0,1,1,0.275,36,5,0
21.0,5.23,130.03,0.137,5,0,1,0.46,0,1,2,0.391,28,8,0
36.0,5.02,80.4,0.151,1,1,1,0.406,1,0,3,0.366,52,7,0
25.0,3.81,76.84,0.172,4,2,5,0.662,1,3,2,0.486,47,6,1
18.0,3.65,101.6,0.103,3,3,16,0.861,0,0,1,0.566,16,6,0
22.0,3.51,52.14,0.077,0,2,14,0.602,0,1,3,0.342,1,8,0
3.0,1.75,95.09,0.038,7,3,12,0.553,1,2,1,0.683,18,5,1
22.0,0.94,79.03,0.139,4,4,11,0.545,1,2,2,0.368,56,3,1
32.0,1.62,89.38,0.0,3,3,4,0.311,1,0,2,0.017,1,6,0
28.0,2.35,51.07,0.125,9,2,1,0.835,0,1,2,0.382,65,3,1
42.0,1.69,50.75,0.131,0,2,16,0.554,0,1,1,0.387,19,6,0
21.0,3.83,10.86,0.25,2,7,15,0.426,0,0,1,0.316,1,4,1
30.0,3.4,59.0,0.047,4,2,2,0.263,1,0,2,0.442,68,5,1
34.0,3.62,57.16,0.115,0,5,9,0.751,0,2,1,0.059,23,8,0
52.0,3.7,51.64,0.113,0,3,7,0.764,1,0,2,0.21,72,10,0
26.0,5.39,70.96,0.012,5,0,2,0.633,0,0,3,0.122,55,6,0
11.0,2.98,77.25,0.1,1,10,1,0.724,0,3,1,0.528,37,7,1
34.0,5.02,92.49,0.0,5,7,10,0.573,1,1,2,0.059,1,7,0
46.0,4.03,94.8,0.177,0,10,7,0.36,0,0,2,0.354,90,9,0
20.0,5.26,97.77,0.147,8,6,5,0.854,1,2,2,0.248,68,6,1
34.0,6.23,99.23,0.135,0,3,7,0.772,0,1,3,0.185,20,7,0
39.0,4.15,84.64,0.049,5,5,8,0.422,0,1,2,0.634,84,4,0
36.0,3.21,76.93,0.214,3,2,10,0.783,0,0,1,0.888,1,7,1
26.0,3.19,107.52,0.013,0,0,15,0.824,1,4,1,0.181,39,7,0
16.0,2.06,99.27,0.104,1,9,14,0.619,1,3,2,0.06,68,9,0
23.0,1.99,23.13,0.006,0,2,13,0.504,1,0,2,0.453,38,4,0
30.0,4.8,68.95,0.085,3,3,5,0.686,1,1,3,0.0,62,8,0
35.0,1.07,11.88,0.202,0,4,4,0.618,0,1,2,0.45,1,4,1
28.0,6.23,11.2,0.138,0,2,4,0.478,0,0,2,0.795,115,8,0
19.0,2.7,57.19,0.026,2,6,13,0.845,1,0,2,0.345,13,9,0
31.0,8.72,70.52,0.058,2,3,13,0.764,1,0,2,0.538,1,9,0
34.0,1.61,60.15,0.07,8,14,1,0.658,0,1,1,0.805,105,4,1
29.0,3.5,12.84,0.033,4,0,14,0.545,0,0,1,0.408,69,6,1
14.0,2.3,102.13,0.122,0,1,10,0.861,0,0,2,0.295,1,10,0
22.0,1.41,50.26,0.275,0,6,8,0.473,1,0,2,0.243,37,4,1
35.0,5.13,92.13,0.055,5,0,15,0.706,0,2,1,0.167,112,8,0
7.0,0.79,51.22,0.254,0,4,10,0.483,0,0,2,0.106,73,2,1
1.0,1.65,57.58,0.1,0,2,3,0.896,1,2,3,0.127,47,5,1
42.0,4.17,90.18,0.126,2,3,3,0.507,1,0,3,0.202,60,9,0
30.0,4.49,62.78,0.121,0,7,9,0.538,0,1,1,0.327,71,7,0
31.0,0.22,80.97,0.0,7,3,9,0.558,1,0,3,0.142,1,2,1
11.0,4.16,84.71,0.136,3,1,12,0.426,0,1,1,0.149,20,4,1
33.0,3.26,25.05,0.0,2,6,22,0.974,0,1,2,0.065,1,4,0
27.0,1.16,91.72,0.117,0,4,16,0.73,1,1,2,0.552,47,10,0
5.0,1.42,42.18,0.113,0,0,3,0.623,1,1,3,0.094,13,9,0
41.0,0.0,36.11,0.0,2,1,8,0.494,0,0,3,0.319,67,4,1
26.0,6.43,49.57,0.105,2,3,6,0.712,1,1,2,0.225,84,9,0
19.0,5.03,103.51,0.077,0,5,10,0.383,1,1,3,0.721,42,8,0
19.0,0.42,18.99,0.088,3,3,2,0.339,0,0,3,0.367,55,4,1
1.0,4.6,97.78,0.089,2,6,1,0.444,0,2,2,0.361,40,8,0
31.0,1.85,86.88,0.053,1,3,1,0.759,1,1,2,0.491,35,10,0
27.0,4.83,77.6,0.106,6,1,1,0.772,0,1,3,0.825,1,6,1
22.0,2.01,83.63,0.169,2,3,4,0.621,0,1,2,0.282,35,5,1
39.0,2.27,64.85,0.081,1,5,21,0.559,0,1,2,0.0,5,9,0
7.0,2.42,98.88,0.096,5,2,5,0.592,0,1,3,0.102,1,4,1
17.0,1.69,60.07,0.152,2,0,10,0.734,0,2,2,0.163,1,5,1
14.0,5.8,18.13,0.282,1,4,1,0.187,1,3,2,0.094,19,3,1
21.0,4.8,72.3,0.085,0,0,3,0.682,0,0,3,0.066,31,9,0
25.0,3.22,103.05,0.0,2,7,2,0.753,0,0,2,0.533,67,5,0
29.0,5.05,92.22,0.028,5,6,4,0.752,0,2,2,0.508,22,8,0
20.0,0.0,138.5,0.148,1,2,8,0.664,0,0,3,0.532,20,7,0
13.0,0.54,66.14,0.221,0,4,15,0.712,0,2,2,0.003,126,3,1
44.0,3.95,69.37,0.024,5,3,16,0.917,0,3,2,0.363,1,5,0
53.0,4.47,66.83,0.097,5,8,12,0.469,0,2,1,0.377,6,6,0
26.0,3.56,47.83,0.102,4,0,12,0.591,0,1,2,0.097,79,6,1
15.0,0.0,58.44,0.038,2,4,6,0.562,0,0,3,0.194,90,7,1
42.0,0.88,38.64,0.223,3,0,20,0.836,1,3,3,0.1,92,5,1
7.0,3.83,10.0,0.193,0,4,3,0.535,1,2,3,0.102,1,1,1
20.0,7.85,54.69,0.128,0,0,8,0.424,1,0,3,0.0,15,9,0
16.0,5.44,75.82,0.066,4,4,6,0.461,1,3,1,0.0,77,8,0
10.0,6.15,97.08,0.176,3,9,14,0.294,0,0,2,0.321,1,5,0
21.0,3.68,54.85,0.141,5,1,5,0.558,1,0,2,0.19,38,9,1
14.0,3.66,55.26,0.065,7,0,9,0.579,0,2,3,0.734,1,8,1
24.0,0.93,111.07,0.178,0,5,14,0.339,0,0,2,0.668,28,5,0
24.0,4.9,28.41,0.13,3,2,2,0.479,0,0,2,0.582,19,2,1
17.0,2.85,69.29,0.0,1,6,12,0.527,0,2,3,0.786,1,5,0
20.0,4.39,108.5,0.021,1,6,10,0.771,1,0,2,0.451,18,8,0
21.0,3.06,50.21,0.0,9,6,3,0.431,0,1,2,0.004,32,4,1
34.0,3.56,21.33,0.182,0,3,5,0.369,0,0,2,0.19,174,4,1
22.0,2.82,134.74,0.044,1,8,7,0.538,0,0,2,0.482,1,7,0
34.0,3.45,102.98,0.15,1,5,9,0.749,0,1,2,0.476,20,7,0
31.0,5.0,104.06,0.274,2,1,17,0.56,0,1,3,0.26,56,4,0
31.0,0.47,71.87,0.164,0,1,19,0.691,0,0,2,0.564,1,8,0
41.0,0.01,97.42,0.066,0,7,4,0.453,1,0,1,0.0,68,9,0
11.0,3.85,10.0,0.041,2,5,23,0.668,0,1,2,0.284,1,3,0
18.0,5.88,59.69,0.075,0,1,5,0.707,1,0,3,0.003,53,10,0
45.0,6.39,108.16,0.018,5,2,19,0.418,1,3,1,0.364,1,5,0
21.0,0.55,26.14,0.008,4,3,17,0.448,0,2,2,0.11,1,10,1
1.0,2.19,63.33,0.036,0,5,2,0.195,0,1,3,0.222,1,8,0
22.0,0.04,86.19,0.143,1,2,1,0.699,0,0,3,0.563,94,3,1
26.0,1.9,47.55,0.058,3,7,9,0.445,0,1,2,0.271,1,7,1
1.0,5.25,75.26,0.082,0,4,13,0.549,0,2,2,0.0,41,8,0
40.0,2.97,88.5,0.138,0,7,8,0.564,0,1,1,0.018,33,7,0
15.0,2.25,85.57,0.158,0,0,8,0.697,1,1,2,0.385,58,5,0
28.0,4.09,60.97,0.0,10,8,11,0.485,0,2,3,0.856,1,3,1
21.0,1.41,45.98,0.0,5,7,1,0.567,0,0,1,0.345,1,4,1
9.0,6.19,88.87,0.069,0,3,9,0.844,1,0,1,0.125,82,7,0
11.0,3.01,86.87,0.011,0,1,3,0.916,1,1,2,0.144,1,9,0
13.0,2.2,85.15,0.168,0,7,6,0.711,1,1,3,0.162,1,6,0
37.0,4.17,79.01,0.063,7,2,1,0.847,1,1,3,0.515,55,1,1
22.0,4.88,86.91,0.244,8,3,1,0.668,1,0,2,0.054,34,5,1
18.0,6.19,105.69,0.061,0,5,10,0.559,1,0,3,0.168,1,7,0
13.0,2.58,85.85,0.125,3,0,7,0.74,1,1,1,0.393,25,1,1
38.0,5.17,78.42,0.047,1,2,18,0.489,1,1,2,0.55,33,9,0
42.0,3.2,56.56,0.139,6,0,6,0.407,1,2,2,0.365,35,6,1
38.0,1.78,123.51,0.141,0,0,12,0.428,1,1,3,0.258,150,8,0
30.0,1.45,35.69,0.171,5,9,15,0.389,1,2,2,0.0,86,3,1
27.0,0.81,67.9,0.089,0,1,9,0.646,1,0,3,0.0,57,5,0
9.0,1.52,57.18,0.202,5,5,9,0.617,1,0,1,0.584,1,2,1
21.0,5.23,11.05,0.124,0,9,15,0.13,0,2,2,0.157,73,5,0
16.0,4.41,87.38,0.049,1,1,16,0.549,0,2,3,0.703,1,10,0
2.0,0.52,67.89,0.049,0,0,12,0.772,1,0,2,0.266,23,7,0
37.0,0.0,76.12,0.158,8,8,16,0.909,0,0,2,0.549,22,3,1
16.0,0.78,68.74,0.201,5,0,9,0.799,1,2,2,0.0,15,3,1
38.0,1.45,101.36,0.01,1,2,1,0.32,1,2,2,0.158,1,7,0
35.0,2.39,105.85,0.16,0,1,10,0.645,1,1,2,0.084,1,7,0
31.0,5.35,36.46,0.0,6,3,4,0.57,0,1,2,0.646,69,8,0
31.0,1.9,136.79,0.051,0,0,16,0.866,1,1,2,0.533,60,4,0
17.0,6.36,66.59,0.139,3,5,6,0.339,0,0,2,0.0,22,8,0
46.0,0.0,95.57,0.032,0,4,13,0.678,1,0,3,0.36,2,9,0
25.0,2.3,81.31,0.217,9,6,3,0.857,0,3,2,0.007,51,5,1
28.0,4.57,78.7,0.149,10,6,2,0.22,0,0,1,0.38,1,4,1
16.0,4.69,94.49,0.005,2,4,7,0.529,0,1,1,0.84,1,2,0
13.0,2.33,121.14,0.152,1,2,1,0.379,0,0,2,0.748,47,7,0
30.0,5.0,102.2,0.0,2,3,13,0.731,1,4,2,0.019,13,5,0
27.0,4.62,66.48,0.1,0,1,15,0.657,1,3,1,0.049,57,8,0
15.0,1.64,72.05,0.17,0,4,12,0.771,0,0,3,0.198,66,4,1
7.0,3.63,55.28,0.157,3,1,16,0.44,1,2,2,1.0,68,4,1
9.0,4.41,100.03,0.093,4,3,12,0.556,0,2,1,0.32,17,8,0
38.0,1.78,95.65,0.072,2,2,6,0.547,0,0,1,0.078,50,7,0
17.0,6.39,63.03,0.007,3,1,9,0.665,1,2,2,0.084,1,9,0
20.0,1.33,121.43,0.115,0,6,9,0.656,0,0,2,0.499,73,10,0
41.0,3.29,112.58,0.164,0,5,15,0.35,0,1,2,0.476,1,9,0
